,date,amount,concept,origin,total
1494,2020-08-11,-12.0,Yum Popcorn Horizon,dummy,22904.131494620837
1495,2020-08-11,-30.271137795419616,Yum Market,dummy,22873.86035682542
1496,2020-08-12,-54.14656804282227,Cozy Hotel,dummy,22819.713788782596
1497,2020-08-13,-42.3576861569114,Deluxe Hotel,dummy,22777.356102625683
1498,2020-08-14,-2.5488640484551377,Public bus,dummy,22774.80723857723
1499,2020-08-14,-52.413668038202346,Cozy Hotel,dummy,22722.393570539025
1500,2020-08-15,-185.71542706595386,Oceanic Airlines,dummy,22536.678143473073
1501,2020-08-15,-11.32626575461314,Deli Feast,dummy,22525.351877718458
1502,2020-08-15,-45.23743111418227,Yums N Food,dummy,22480.114446604275
1503,2020-08-15,-26.958393049548373,Fun Gas,dummy,22453.156053554725
1504,2020-08-15,-1.3815070717433686,Public train,dummy,22451.774546482982
1505,2020-08-16,-2.3929976441780476,Public train,dummy,22449.381548838803
1506,2020-08-17,-1.748442350543191,Public train,dummy,22447.633106488258
1507,2020-08-17,-29.084187649341125,Marineara,dummy,22418.54891883892
1508,2020-08-18,-1.8039656876962404,Public bus,dummy,22416.74495315122
1509,2020-08-18,-15.365989608685865,Bistro Captain,dummy,22401.378963542535
1510,2020-08-19,-1.941574684030316,Public train,dummy,22399.437388858503
1511,2020-08-20,-37.461453319125596,Yums N Food,dummy,22361.975935539376
1512,2020-08-21,-40.92404066735393,Yum Market,dummy,22321.051894872024
1513,2020-08-23,-1.8617428208285323,Public bus,dummy,22319.190152051196
1514,2020-08-24,-20.365127514140976,Deli Feast,dummy,22298.825024537055
1515,2020-08-24,-42.947277187504596,Yum Market,dummy,22255.87774734955
1516,2020-08-25,-1.0328299427006604,Public bus,dummy,22254.84491740685
1517,2020-08-25,-21.7764486945013,Bistro Captain,dummy,22233.068468712347
1518,2020-08-26,-2.432661412607721,Public train,dummy,22230.63580729974
1519,2020-08-28,-120.0,Electricity,dummy,22110.63580729974
1520,2020-08-28,-14.072780987368434,Deli Feast,dummy,22096.56302631237
1521,2020-08-29,-1.9140384772938326,Public bus,dummy,22094.648987835077
1522,2020-08-30,-15.773101285815507,The Hungry Harvest,dummy,22078.87588654926
1523,2020-08-30,-35.16644372406551,Fun Gas,dummy,22043.709442825195
1524,2020-08-30,-2.4727284342587015,Public bus,dummy,22041.236714390936
1525,2020-09-01,0.0,netflix,dummy,22041.236714390936
1526,2020-09-01,-865.28,TRANSFER TO MR. HOUSE HOLDER,dummy,21175.956714390937
1527,2020-09-01,2880.0,Acme Corporation,dummy,24055.956714390937
1528,2020-09-01,-18.889992522141082,The Hungry Harvest,dummy,24037.066721868796
1529,2020-09-01,0.0,secret payment,dummy,24037.066721868796
1530,2020-09-02,-33.27365037099436,Yums N Food,dummy,24003.793071497803
1531,2020-09-02,-1.1539146052158542,Public train,dummy,24002.639156892586
1532,2020-09-03,-1.7556122155870935,Public bus,dummy,24000.883544677
1533,2020-09-03,-60.500000000000014,Hulking Center,dummy,23940.383544677
1534,2020-09-05,0.0,Internet,dummy,23940.383544677
1535,2020-09-05,-1.6977543595376903,Public train,dummy,23938.68579031746
1536,2020-09-06,-26.138330022429685,Roadside Petrol,dummy,23912.54746029503
1537,2020-09-06,-42.81180795256861,Yum Market,dummy,23869.73565234246
1538,2020-09-07,-32.191334106563644,Deli Feast,dummy,23837.544318235898
1539,2020-09-07,-2.1148564477075067,Public bus,dummy,23835.42946178819
1540,2020-09-07,-46.12125833513457,Yums N Food,dummy,23789.308203453056
1541,2020-09-08,-2.122166306859549,Public bus,dummy,23787.186037146195
1542,2020-09-09,-33.59001726568519,Yums N Food,dummy,23753.59601988051
1543,2020-09-10,-2.0114511232484236,Public train,dummy,23751.584568757262
1544,2020-09-10,-44.1750654496202,Marineara,dummy,23707.40950330764
1545,2020-09-11,-1.83736233545867,Public train,dummy,23705.57214097218
1546,2020-09-12,-1.767018329750748,Public bus,dummy,23703.80512264243
1547,2020-09-13,-46.51176360441781,Yums N Food,dummy,23657.293359038013
1548,2020-09-13,-2.523408301437707,Public bus,dummy,23654.769950736576
1549,2020-09-14,-30.600519899429944,The Hungry Harvest,dummy,23624.169430837144
1550,2020-09-14,-45.89839178167339,Marineara,dummy,23578.27103905547
1551,2020-09-14,-12.0,Cinemasi,dummy,23566.27103905547
1552,2020-09-15,-2.2331021384793948,Public bus,dummy,23564.037936916993
1553,2020-09-15,-31.21141167137946,Marineara,dummy,23532.826525245615
1554,2020-09-16,-1.5565197839976517,Public bus,dummy,23531.270005461618
1555,2020-09-17,-62.25365963458598,Yum Market,dummy,23469.016345827033
1556,2020-09-17,-1.5041041640659394,Public bus,dummy,23467.512241662967
1557,2020-09-17,-26.120484791507504,Deli Feast,dummy,23441.39175687146
1558,2020-09-18,-0.46726886879137974,Public bus,dummy,23440.92448800267
1559,2020-09-19,-2.295175083921072,Public train,dummy,23438.62931291875
1560,2020-09-20,-12.0,Cinemasi,dummy,23426.62931291875
1561,2020-09-21,-19.11218660813899,Bistro Captain,dummy,23407.517126310613
1562,2020-09-21,-2.1802582945918836,Public train,dummy,23405.33686801602
1563,2020-09-22,-2.7567207432343928,Public bus,dummy,23402.580147272787
1564,2020-09-25,-1.5309321686741173,Public bus,dummy,23401.049215104114
1565,2020-09-26,-1.6581886491131754,Public bus,dummy,23399.391026455
1566,2020-09-27,-26.651063867035333,Bistro Captain,dummy,23372.739962587963
1567,2020-09-28,-2.2832171641186085,Public bus,dummy,23370.456745423842
1568,2020-09-28,-34.744704139848274,Roadside Petrol,dummy,23335.712041283994
1569,2020-09-28,-120.0,Electricity,dummy,23215.712041283994
1570,2020-09-29,-42.60854444567545,Yums N Food,dummy,23173.103496838317
1571,2020-09-29,-1.7290755113157283,Public bus,dummy,23171.374421327
1572,2020-10-01,-865.28,TRANSFER TO MR. HOUSE HOLDER,dummy,22306.094421327
1573,2020-10-01,-29.19427364632778,Marineara,dummy,22276.900147680673
1574,2020-10-01,0.0,secret payment,dummy,22276.900147680673
1575,2020-10-01,-1.7522897075966897,Public train,dummy,22275.147857973076
1576,2020-10-01,0.0,netflix,dummy,22275.147857973076
1577,2020-10-01,2880.0,Acme Corporation,dummy,25155.147857973076
1578,2020-10-03,-60.500000000000014,Hulking Center,dummy,25094.647857973076
1579,2020-10-03,-1.3344846680509916,Public train,dummy,25093.313373305024
1580,2020-10-03,-33.48595284147713,Yums N Food,dummy,25059.827420463545
1581,2020-10-04,-1.7425684044711114,Public train,dummy,25058.084852059073
1582,2020-10-05,0.0,Internet,dummy,25058.084852059073
1583,2020-10-06,-19.968191068191764,The Hungry Harvest,dummy,25038.116660990883
1584,2020-10-07,-1.745033562736876,Public train,dummy,25036.371627428147
1585,2020-10-08,-2.5762983150527967,Public bus,dummy,25033.795329113094
1586,2020-10-08,-46.72906063037215,Yums N Food,dummy,24987.066268482722
1587,2020-10-09,-0.9291476162976315,Public bus,dummy,24986.137120866424
1588,2020-10-09,-24.929178656508576,Deli Feast,dummy,24961.207942209916
1589,2020-10-10,-12.0,Cinemasi,dummy,24949.207942209916
1590,2020-10-10,-2.4563073117783762,Public bus,dummy,24946.751634898137
1591,2020-10-11,-1.8521647067107643,Public bus,dummy,24944.899470191427
1592,2020-10-12,-1.8740010846944177,Public train,dummy,24943.02546910673
1593,2020-10-13,-22.369072498290755,The Hungry Harvest,dummy,24920.65639660844
1594,2020-10-13,-1.8745403423995022,Public bus,dummy,24918.78185626604
1595,2020-10-13,-34.84519865708751,Fun Gas,dummy,24883.936657608952
1596,2020-10-16,-37.098656386834605,Marineara,dummy,24846.838001222117
1597,2020-10-17,-2.214316472672325,Public train,dummy,24844.623684749444
1598,2020-10-17,-12.0,Cinemasi,dummy,24832.623684749444
1599,2020-10-18,-38.17439191200093,Yums N Food,dummy,24794.449292837442
1600,2020-10-18,-28.382699021164434,The Hungry Harvest,dummy,24766.06659381628
1601,2020-10-19,-25.168791803002172,Bistro Captain,dummy,24740.897802013274
1602,2020-10-19,-1.582264474264348,Public train,dummy,24739.31553753901
1603,2020-10-20,-2.0765741067444425,Public bus,dummy,24737.238963432264
1604,2020-10-20,-38.87369811319894,Marineara,dummy,24698.365265319066
1605,2020-10-21,-1.470210406519524,Public train,dummy,24696.895054912547
1606,2020-10-23,-44.15481284997401,Yums N Food,dummy,24652.740242062573
1607,2020-10-23,-1.6436253018351081,Public bus,dummy,24651.096616760737
1608,2020-10-24,-2.1770308533931364,Public train,dummy,24648.919585907344
1609,2020-10-24,-16.126223819175046,Fun Gas,dummy,24632.79336208817
1610,2020-10-26,-1.229656720806545,Public bus,dummy,24631.563705367364
1611,2020-10-26,-37.586516668681206,Yum Market,dummy,24593.977188698682
1612,2020-10-27,-2.1040597988885805,Public bus,dummy,24591.87312889979
1613,2020-10-28,-35.888572502751956,Marineara,dummy,24555.98455639704
1614,2020-10-28,-120.0,Electricity,dummy,24435.98455639704
1615,2020-10-29,-1.98286083499666,Public train,dummy,24434.001695562045
1616,2020-10-30,-33.73082179091674,Yums N Food,dummy,24400.27087377113
1617,2020-10-30,-1.9173021323642665,Public train,dummy,24398.353571638763
1618,2020-10-30,-25.219823219456266,Deli Feast,dummy,24373.133748419306
1619,2020-11-01,0.0,secret payment,dummy,24373.133748419306
1620,2020-11-01,-14.125624439610558,Deli Feast,dummy,24359.008123979696
1621,2020-11-01,0.0,netflix,dummy,24359.008123979696
1622,2020-11-01,2880.0,Acme Corporation,dummy,27239.008123979696
1623,2020-11-01,-865.28,TRANSFER TO MR. HOUSE HOLDER,dummy,26373.728123979698
1624,2020-11-02,-48.07215681438787,Marineara,dummy,26325.65596716531
1625,2020-11-02,-1.6248247094602928,Public bus,dummy,26324.03114245585
1626,2020-11-03,-20.46260609005592,Bistro Captain,dummy,26303.568536365794
1627,2020-11-03,-2.4591476667398973,Public bus,dummy,26301.109388699053
1628,2020-11-03,-60.500000000000014,Hulking Center,dummy,26240.609388699053
1629,2020-11-04,-12.0,Cinemasi,dummy,26228.609388699053
1630,2020-11-04,-2.0295547685852813,Public bus,dummy,26226.579833930467
1631,2020-11-05,-1.9783314092901148,Public train,dummy,26224.60150252118
1632,2020-11-05,0.0,Internet,dummy,26224.60150252118
1633,2020-11-06,-35.749777869542164,Marineara,dummy,26188.851724651635
1634,2020-11-06,-29.03520027530264,Bistro Captain,dummy,26159.816524376332
1635,2020-11-06,-2.026294967947977,Public train,dummy,26157.790229408383
1636,2020-11-07,-41.43989438836677,Marineara,dummy,26116.350335020015
1637,2020-11-07,-1.2975351231223557,Public train,dummy,26115.052799896894
1638,2020-11-08,-24.38890704665627,Yums N Food,dummy,26090.663892850236
1639,2020-11-08,-15.388556690203052,The Hungry Harvest,dummy,26075.275336160033
1640,2020-11-10,-1.5115772970650112,Public train,dummy,26073.76375886297
1641,2020-11-11,-1.919935554608597,Public bus,dummy,26071.84382330836
1642,2020-11-11,-50.585989730990576,Marineara,dummy,26021.257833577372
1643,2020-11-12,-21.658856210841073,Bistro Captain,dummy,25999.59897736653
1644,2020-11-12,-31.714013297056002,Roadside Petrol,dummy,25967.884964069475
1645,2020-11-13,-34.498421419434926,Yums N Food,dummy,25933.38654265004
1646,2020-11-13,-2.120374461299714,Public train,dummy,25931.26616818874
1647,2020-11-14,-44.21643019712621,Marineara,dummy,25887.049737991612
1648,2020-11-15,-12.0,Yum Popcorn Horizon,dummy,25875.049737991612
1649,2020-11-15,-12.219559023303276,Fun Gas,dummy,25862.83017896831
1650,2020-11-17,-2.5918431263719115,Public bus,dummy,25860.23833584194
1651,2020-11-19,-1.3718551261867387,Public bus,dummy,25858.86648071575
1652,2020-11-20,-2.153071286327337,Public bus,dummy,25856.713409429423
1653,2020-11-21,-1.7251356412099101,Public bus,dummy,25854.988273788214
1654,2020-11-22,-1.5121684487926135,Public train,dummy,25853.47610533942
1655,2020-11-23,-2.5897754041752408,Public bus,dummy,25850.886329935245
1656,2020-11-24,-46.15927312485821,Marineara,dummy,25804.72705681039
1657,2020-11-24,-2.69241047295388,Public bus,dummy,25802.034646337434
1658,2020-11-24,-27.241544971720316,Bistro Captain,dummy,25774.793101365714
1659,2020-11-25,-1.7760910523248474,Public bus,dummy,25773.01701031339
1660,2020-11-26,-2.820686152868524,Public train,dummy,25770.196324160523
1661,2020-11-27,-60.55649931755328,Yum Market,dummy,25709.63982484297
1662,2020-11-27,-1.924143437865626,Public train,dummy,25707.7156814051
1663,2020-11-28,-39.16801409741291,Marineara,dummy,25668.54766730769
1664,2020-11-28,-2.165026609353331,Public bus,dummy,25666.382640698335
1665,2020-11-28,-120.0,Electricity,dummy,25546.382640698335
1666,2020-12-01,0.0,netflix,dummy,25546.382640698335
1667,2020-12-01,-865.28,TRANSFER TO MR. HOUSE HOLDER,dummy,24681.102640698336
1668,2020-12-01,0.0,secret payment,dummy,24681.102640698336
1669,2020-12-01,2880.0,Acme Corporation,dummy,27561.102640698336
1670,2020-12-01,-0.6516023181377908,Public bus,dummy,27560.451038380197
1671,2020-12-02,-49.48857659261658,Yums N Food,dummy,27510.96246178758
1672,2020-12-03,-0.865488082319986,Public bus,dummy,27510.096973705262
1673,2020-12-03,-60.500000000000014,Hulking Center,dummy,27449.596973705262
1674,2020-12-04,-1.4340034453377921,Public train,dummy,27448.162970259924
1675,2020-12-05,0.0,Internet,dummy,27448.162970259924
1676,2020-12-05,-2.014263520422704,Public train,dummy,27446.148706739503
1677,2020-12-06,-18.84041390232204,Deli Feast,dummy,27427.30829283718
1678,2020-12-07,-2.4002784943236026,Public bus,dummy,27424.90801434286
1679,2020-12-07,-54.774061806308865,Marineara,dummy,27370.13395253655
1680,2020-12-08,-2.706462554498324,Public bus,dummy,27367.427489982052
1681,2020-12-08,-12.0,Yum Popcorn Horizon,dummy,27355.427489982052
1682,2020-12-10,-1.6381015045683038,Public train,dummy,27353.789388477482
1683,2020-12-11,-2.1562801128994593,Public train,dummy,27351.633108364582
1684,2020-12-14,-24.323764527007533,Bistro Captain,dummy,27327.309343837573
1685,2020-12-15,-2.110970865279219,Public bus,dummy,27325.198372972292
1686,2020-12-16,-42.89260493622604,Yums N Food,dummy,27282.305768036065
1687,2020-12-16,-24.81158082518489,The Hungry Harvest,dummy,27257.49418721088
1688,2020-12-16,-2.5872157417760606,Public train,dummy,27254.906971469103
1689,2020-12-17,-3.033725427096978,Public train,dummy,27251.873246042007
1690,2020-12-17,-24.626307355972827,Yums N Food,dummy,27227.246938686036
1691,2020-12-18,-1.5793731877541273,Public train,dummy,27225.667565498283
1692,2020-12-18,-6.680270346435734,Marineara,dummy,27218.98729515185
1693,2020-12-19,-1.8254431078966478,Public bus,dummy,27217.16185204395
1694,2020-12-21,-1.675861248055411,Public bus,dummy,27215.485990795896
1695,2020-12-21,-35.619053124691376,Marineara,dummy,27179.866937671206
1696,2020-12-21,-29.739824143022183,Roadside Petrol,dummy,27150.127113528182
1697,2020-12-21,-16.106381419457524,Deli Feast,dummy,27134.020732108725
1698,2020-12-21,-12.0,Cinemasi,dummy,27122.020732108725
1699,2020-12-22,-2.185966086824347,Public bus,dummy,27119.8347660219
1700,2020-12-23,-27.706128279589624,Roadside Petrol,dummy,27092.12863774231
1701,2020-12-23,-1.9461399567805806,Public bus,dummy,27090.18249778553
1702,2020-12-24,-35.37300078793688,Yum Market,dummy,27054.80949699759
1703,2020-12-25,-1.9711829567231272,Public train,dummy,27052.838314040866
1704,2020-12-25,-39.875320469556144,Marineara,dummy,27012.96299357131
1705,2020-12-26,-34.975955826935234,Yum Market,dummy,26977.987037744373
1706,2020-12-27,-44.135748304291255,Yums N Food,dummy,26933.85128944008
1707,2020-12-28,-120.0,Electricity,dummy,26813.85128944008
1708,2020-12-28,-18.1360059989203,The Hungry Harvest,dummy,26795.71528344116
1709,2020-12-28,-2.003781344220924,Public train,dummy,26793.71150209694
1710,2020-12-29,-1.6727960845500627,Public train,dummy,26792.03870601239
1711,2020-12-30,-1.8536347843264889,Public train,dummy,26790.185071228065
1712,2020-12-30,-17.5699262345253,The Hungry Harvest,dummy,26772.61514499354
1713,2021-01-01,-899.8912,TRANSFER TO MR. HOUSE HOLDER,dummy,25872.723944993537
1714,2021-01-01,0.0,secret payment,dummy,25872.723944993537
1715,2021-01-01,0.0,netflix,dummy,25872.723944993537
1716,2021-01-01,3456.0,Acme Corporation,dummy,29328.723944993537
1717,2021-01-02,-1.6190671647818566,Public bus,dummy,29327.104877828755
1718,2021-01-03,-66.55000000000003,Hulking Center,dummy,29260.554877828756
1719,2021-01-03,-26.77369573549158,Roadside Petrol,dummy,29233.781182093266
1720,2021-01-03,-2.6016500112341943,Public train,dummy,29231.17953208203
1721,2021-01-04,-2.300199121583159,Public train,dummy,29228.87933296045
1722,2021-01-05,-33.10449212386254,Yum Market,dummy,29195.774840836588
1723,2021-01-05,0.0,Internet,dummy,29195.774840836588
1724,2021-01-05,-1.894459379921591,Public train,dummy,29193.880381456667
1725,2021-01-06,-2.169586856746384,Public train,dummy,29191.71079459992
1726,2021-01-07,-25.609975061606562,Bistro Captain,dummy,29166.100819538315
1727,2021-01-07,-2.7973518266841824,Public bus,dummy,29163.30346771163
1728,2021-01-08,-47.26297070368671,Marineara,dummy,29116.040497007943
1729,2021-01-09,-34.52749772516739,Yums N Food,dummy,29081.512999282775
1730,2021-01-09,-1.2535461014229408,Public bus,dummy,29080.259453181352
1731,2021-01-10,-1.5055490141094001,Public bus,dummy,29078.753904167243
1732,2021-01-10,-12.0,Yum Popcorn Horizon,dummy,29066.753904167243
1733,2021-01-10,-58.772450374012536,Yum Market,dummy,29007.98145379323
1734,2021-01-12,-27.098904038182454,The Hungry Harvest,dummy,28980.882549755046
1735,2021-01-12,-1.555863519547392,Public train,dummy,28979.326686235498
1736,2021-01-14,-2.2948569262926135,Public train,dummy,28977.031829309206
1737,2021-01-14,-56.695262921509595,Marineara,dummy,28920.336566387698
1738,2021-01-15,-1.6024154600613203,Public train,dummy,28918.734150927638
1739,2021-01-16,-2.547150060509691,Public train,dummy,28916.18700086713
1740,2021-01-17,-15.570219273667565,Bistro Captain,dummy,28900.61678159346
1741,2021-01-17,-2.6225171981143856,Public bus,dummy,28897.994264395347
1742,2021-01-19,-32.82281732123905,Yums N Food,dummy,28865.17144707411
1743,2021-01-19,-13.073369460497325,Deli Feast,dummy,28852.098077613613
1744,2021-01-20,-30.370562961048567,Yums N Food,dummy,28821.727514652564
1745,2021-01-20,-2.8294273963292946,Public train,dummy,28818.898087256235
1746,2021-01-21,-2.284410719472583,Public bus,dummy,28816.613676536763
1747,2021-01-22,-2.2168780977128177,Public bus,dummy,28814.39679843905
1748,2021-01-23,-2.0505960196389497,Public train,dummy,28812.346202419412
1749,2021-01-24,-26.648966611431575,Roadside Petrol,dummy,28785.69723580798
1750,2021-01-24,-2.716955381834968,Public train,dummy,28782.980280426145
1751,2021-01-25,-16.354064749428936,The Hungry Harvest,dummy,28766.626215676715
1752,2021-01-26,-0.9143930884439124,Public bus,dummy,28765.71182258827
1753,2021-01-26,-37.45760279596041,Marineara,dummy,28728.25421979231
1754,2021-01-27,-58.64067175829322,Yums N Food,dummy,28669.613548034016
1755,2021-01-28,-240.0,Electricity,dummy,28429.613548034016
1756,2021-01-28,-12.0,Cinemasi,dummy,28417.613548034016
1757,2021-01-29,-2.724816239586526,Public train,dummy,28414.888731794428
1758,2021-01-30,-25.093106578520413,The Hungry Harvest,dummy,28389.79562521591
1759,2021-01-30,-21.504688045228733,Yums N Food,dummy,28368.29093717068
1760,2021-02-01,3456.0,Acme Corporation,dummy,31824.29093717068
1761,2021-02-01,-899.8912,TRANSFER TO MR. HOUSE HOLDER,dummy,30924.39973717068
1762,2021-02-01,-2.5281336614117014,Public bus,dummy,30921.871603509266
1763,2021-02-01,0.0,secret payment,dummy,30921.871603509266
1764,2021-02-01,0.0,netflix,dummy,30921.871603509266
1765,2021-02-03,-28.10320562025421,Bistro Captain,dummy,30893.768397889013
1766,2021-02-03,-2.1546287084077664,Public train,dummy,30891.613769180603
1767,2021-02-03,-66.55000000000003,Hulking Center,dummy,30825.063769180604
1768,2021-02-04,-1.4774191860842263,Public bus,dummy,30823.58634999452
1769,2021-02-05,-49.46989655100941,Yums N Food,dummy,30774.11645344351
1770,2021-02-05,0.0,Internet,dummy,30774.11645344351
1771,2021-02-06,-15.487403178082642,Bistro Captain,dummy,30758.629050265426
1772,2021-02-07,-2.4674609904278832,Public train,dummy,30756.161589274998
1773,2021-02-08,-1.330244081635779,Public train,dummy,30754.83134519336
1774,2021-02-09,-1.60390453773795,Public train,dummy,30753.227440655624
1775,2021-02-10,-2.249754225178084,Public bus,dummy,30750.977686430448
1776,2021-02-10,-24.53851493779653,Yum Market,dummy,30726.43917149265
1777,2021-02-10,-29.645977294052564,Fun Gas,dummy,30696.793194198595
1778,2021-02-11,-37.78224364272536,Yum Market,dummy,30659.01095055587
1779,2021-02-12,-2.844540615278399,Public train,dummy,30656.16640994059
1780,2021-02-12,-12.0,Yum Popcorn Horizon,dummy,30644.16640994059
1781,2021-02-13,-1.6043630161919555,Public bus,dummy,30642.5620469244
1782,2021-02-14,-1.8411763162189356,Public train,dummy,30640.72087060818
1783,2021-02-15,-1.8768171961893407,Public bus,dummy,30638.84405341199
1784,2021-02-16,-17.735576982198058,The Hungry Harvest,dummy,30621.108476429792
1785,2021-02-16,-2.8285481997355886,Public train,dummy,30618.279928230055
1786,2021-02-17,-27.43691849773819,Bistro Captain,dummy,30590.843009732318
1787,2021-02-17,-36.51824564498781,Yum Market,dummy,30554.32476408733
1788,2021-02-17,-12.0,Cinemasi,dummy,30542.32476408733
1789,2021-02-17,-2.3863480665440306,Public train,dummy,30539.93841602079
1790,2021-02-18,-43.88662469108545,Marineara,dummy,30496.051791329704
1791,2021-02-20,-53.353663847523976,Yums N Food,dummy,30442.69812748218
1792,2021-02-20,-22.232387110920506,Deli Feast,dummy,30420.46574037126
1793,2021-02-20,-2.5776250878460125,Public bus,dummy,30417.888115283415
1794,2021-02-21,-2.691391980051567,Public train,dummy,30415.196723303365
1795,2021-02-22,-34.68325750901176,Yums N Food,dummy,30380.513465794353
1796,2021-02-22,-2.317579601787602,Public train,dummy,30378.195886192567
1797,2021-02-23,-2.4626403737936955,Public bus,dummy,30375.733245818774
1798,2021-02-23,-27.846327418386213,Yums N Food,dummy,30347.88691840039
1799,2021-02-24,-25.179989572839943,Yum Market,dummy,30322.70692882755
1800,2021-02-24,-2.6210243198050414,Public bus,dummy,30320.085904507745
1801,2021-02-25,-18.731156521383095,Deli Feast,dummy,30301.354747986363
1802,2021-02-25,-2.391299229325078,Public train,dummy,30298.963448757037
1803,2021-02-26,-29.4453581324217,Roadside Petrol,dummy,30269.518090624613
1804,2021-02-27,-2.962053019762146,Public bus,dummy,30266.556037604852
1805,2021-02-27,-39.82639226219736,Yum Market,dummy,30226.729645342653
1806,2021-02-28,-240.0,Electricity,dummy,29986.729645342653
1807,2021-03-01,3456.0,Acme Corporation,dummy,33442.72964534265
1808,2021-03-01,-899.8912,TRANSFER TO MR. HOUSE HOLDER,dummy,32542.838445342655
1809,2021-03-01,0.0,netflix,dummy,32542.838445342655
1810,2021-03-01,-1.943514096081866,Public train,dummy,32540.894931246574
1811,2021-03-01,0.0,secret payment,dummy,32540.894931246574
1812,2021-03-02,-26.893549367712964,The Hungry Harvest,dummy,32514.00138187886
1813,2021-03-02,-1.7227572192455245,Public train,dummy,32512.278624659615
1814,2021-03-03,-66.55000000000003,Hulking Center,dummy,32445.728624659616
1815,2021-03-03,-31.452816181796926,Roadside Petrol,dummy,32414.275808477818
1816,2021-03-04,-12.0,Yum Popcorn Horizon,dummy,32402.275808477818
1817,2021-03-04,-1.634159107648808,Public bus,dummy,32400.64164937017
1818,2021-03-04,-45.321854081279255,Marineara,dummy,32355.31979528889
1819,2021-03-05,-41.67507123141301,Yums N Food,dummy,32313.644724057478
1820,2021-03-05,0.0,Internet,dummy,32313.644724057478
1821,2021-03-06,-38.111978784659584,Marineara,dummy,32275.53274527282
1822,2021-03-07,-25.43032815830548,Deli Feast,dummy,32250.102417114515
1823,2021-03-07,-1.9582950198891371,Public train,dummy,32248.144122094625
1824,2021-03-08,-2.4446002783789074,Public bus,dummy,32245.699521816245
1825,2021-03-09,-32.330323614987236,Marineara,dummy,32213.369198201257
1826,2021-03-10,-2.004737353806199,Public bus,dummy,32211.36446084745
1827,2021-03-11,-1.5727588851379033,Public train,dummy,32209.791701962313
1828,2021-03-12,-22.886920738016006,Deli Feast,dummy,32186.904781224297
1829,2021-03-12,-33.935142391830546,Marineara,dummy,32152.969638832466
1830,2021-03-13,-12.0,Yum Popcorn Horizon,dummy,32140.969638832466
1831,2021-03-14,-19.68171039540772,Deli Feast,dummy,32121.287928437057
1832,2021-03-14,-24.079944091277852,Yum Market,dummy,32097.20798434578
1833,2021-03-14,-1.335439292552358,Public train,dummy,32095.872545053226
1834,2021-03-15,-17.85876107634862,Deli Feast,dummy,32078.013783976876
1835,2021-03-16,-2.6215525606498953,Public bus,dummy,32075.392231416226
1836,2021-03-17,-2.931123302512292,Public train,dummy,32072.461108113715
1837,2021-03-18,-2.9304939166522925,Public bus,dummy,32069.53061419706
1838,2021-03-19,-2.1967194477908007,Public train,dummy,32067.33389474927
1839,2021-03-20,-29.12571764196977,Yum Market,dummy,32038.2081771073
1840,2021-03-21,-2.6623013638887585,Public train,dummy,32035.54587574341
1841,2021-03-22,-2.249204989985078,Public train,dummy,32033.296670753425
1842,2021-03-23,-1.6951579144055182,Public train,dummy,32031.60151283902
1843,2021-03-23,-23.922820211546757,Fun Gas,dummy,32007.678692627473
1844,2021-03-23,-17.490089390965295,Marineara,dummy,31990.188603236507
1845,2021-03-25,-2.176649881716697,Public train,dummy,31988.01195335479
1846,2021-03-26,-1.4325708045449124,Public train,dummy,31986.579382550248
1847,2021-03-26,-40.647978881975966,Yum Market,dummy,31945.931403668274
1848,2021-03-27,-2.386890182346545,Public train,dummy,31943.544513485926
1849,2021-03-28,-240.0,Electricity,dummy,31703.544513485926
1850,2021-03-28,-1.3160496357936176,Public bus,dummy,31702.228463850133
1851,2021-03-29,-1.6274732211002734,Public bus,dummy,31700.600990629035
1852,2021-03-30,-17.726586381841475,Bistro Captain,dummy,31682.87440424719
1853,2021-03-30,-45.20243561452756,Marineara,dummy,31637.671968632665
1854,2021-04-01,0.0,netflix,dummy,31637.671968632665
1855,2021-04-01,3456.0,Acme Corporation,dummy,35093.67196863267
1856,2021-04-01,0.0,secret payment,dummy,35093.67196863267
1857,2021-04-01,-899.8912,TRANSFER TO MR. HOUSE HOLDER,dummy,34193.78076863267
1858,2021-04-03,-1.4008539366465949,Public bus,dummy,34192.37991469602
1859,2021-04-03,-66.55000000000003,Hulking Center,dummy,34125.82991469602
1860,2021-04-04,-2.1686123564664785,Public bus,dummy,34123.661302339555
1861,2021-04-05,0.0,Internet,dummy,34123.661302339555
1862,2021-04-05,-2.253233565059983,Public bus,dummy,34121.40806877449
1863,2021-04-06,-1.6819986540911311,Public bus,dummy,34119.7260701204
1864,2021-04-06,-12.0,Cinemasi,dummy,34107.7260701204
1865,2021-04-06,-37.690753181650074,Marineara,dummy,34070.03531693875
1866,2021-04-07,-3.1830296358766246,Public train,dummy,34066.85228730288
1867,2021-04-08,-19.358000020962034,Bistro Captain,dummy,34047.494287281916
1868,2021-04-09,-2.671333533883288,Public bus,dummy,34044.82295374803
1869,2021-04-10,-1.8485041774311954,Public bus,dummy,34042.974449570596
1870,2021-04-10,-38.2459469133464,Marineara,dummy,34004.72850265725
1871,2021-04-11,-18.192039102099965,Bistro Captain,dummy,33986.53646355515
1872,2021-04-12,-42.40408193236742,Yums N Food,dummy,33944.13238162278
1873,2021-04-14,-16.164076842822876,The Hungry Harvest,dummy,33927.968304779955
